--------------------------------------
| mean/                   |          |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 130      |
|    gen/time/episodes    | 54       |
|    gen/time/fps         | 2.01e+03 |
|    gen/time/time_ela... | 10.5     |
|    gen/time/total_ti... | 1.08e+04 |
|    gen/train/actor_loss | -47.1    |
|    gen/train/critic_... | 0.233    |
|    gen/train/ent_coef   | 0.138    |
|    gen/train/ent_coe... | -35.8    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.75e+03 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.941    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.883    |
|    disc/disc_entropy    | 0.654    |
|    disc/disc_loss       | 0.528    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 12       |
|    disc/n_expert        | 64       |
|    disc/n_generated     | 64       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 130      |
|    gen/time/episodes    | 60       |
|    gen/time/fps         | 819      |
|    gen/time/time_ela... | 14       |
|    gen/time/total_ti... | 1.2e+04  |
|    gen/train/actor_loss | -41.5    |
|    gen/train/critic_... | 0.183    |
|    gen/train/ent_coef   | 0.103    |
|    gen/train/ent_coe... | -39.3    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 7.78e+03 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.941    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.883    |
|    disc/disc_entropy    | 0.654    |
|    disc/disc_loss       | 0.516    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 13       |
|    disc/n_expert        | 64       |
|    disc/n_generated     | 64       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 130      |
|    gen/time/episodes    | 64       |
|    gen/time/fps         | 1.26e+03 |
|    gen/time/time_ela... | 10       |
|    gen/time/total_ti... | 1.28e+04 |
|    gen/train/actor_loss | -36.1    |
|    gen/train/critic_... | 0.175    |
|    gen/train/ent_coef   | 0.0768   |
|    gen/train/ent_coe... | -42.1    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 8.8e+03  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.938    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.875    |
|    disc/disc_entropy    | 0.635    |
|    disc/disc_loss       | 0.484    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 14       |
|    disc/n_expert        | 64       |
|    disc/n_generated     | 64       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 130      |
|    gen/time/episodes    | 68       |
|    gen/time/fps         | 2.32e+03 |
|    gen/time/time_ela... | 5        |
|    gen/time/total_ti... | 1.36e+04 |
|    gen/train/actor_loss | -31.2    |
|    gen/train/critic_... | 0.121    |
|    gen/train/ent_coef   | 0.0574   |
|    gen/train/ent_coe... | -43.7    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 9.82e+03 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.906    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.812    |
|    disc/disc_entropy    | 0.629    |
|    disc/disc_loss       | 0.483    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 15       |
|    disc/n_expert        | 64       |
|    disc/n_generated     | 64       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 129      |
|    gen/time/episodes    | 74       |
|    gen/time/fps         | 6.16e+03 |
|    gen/time/time_ela... | 9.5      |
|    gen/time/total_ti... | 1.48e+04 |
|    gen/train/actor_loss | -26.9    |
|    gen/train/critic_... | 0.105    |
|    gen/train/ent_coef   | 0.0432   |
|    gen/train/ent_coe... | -43.3    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.08e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.836    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.672    |
|    disc/disc_entropy    | 0.614    |
|    disc/disc_loss       | 0.471    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 16       |
|    disc/n_expert        | 64       |
|    disc/n_generated     | 64       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 129      |
|    gen/time/episodes    | 80       |
|    gen/time/fps         | 1.25e+03 |
|    gen/time/time_ela... | 12       |
|    gen/time/total_ti... | 1.6e+04  |
|    gen/train/actor_loss | -23.2    |
|    gen/train/critic_... | 0.084    |
|    gen/train/ent_coef   | 0.0327   |
|    gen/train/ent_coe... | -42.7    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.19e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.848    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.695    |
|    disc/disc_entropy    | 0.608    |
|    disc/disc_loss       | 0.47     |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 17       |
|    disc/n_expert        | 64       |
|    disc/n_generated     | 64       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 129      |
|    gen/time/episodes    | 84       |
|    gen/time/fps         | 1.96e+03 |
|    gen/time/time_ela... | 8        |
|    gen/time/total_ti... | 1.68e+04 |
|    gen/train/actor_loss | -20.1    |
|    gen/train/critic_... | 0.0716   |
|    gen/train/ent_coef   | 0.0249   |
|    gen/train/ent_coe... | -39.5    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.29e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.883    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.766    |
|    disc/disc_entropy    | 0.586    |
|    disc/disc_loss       | 0.438    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 18       |
|    disc/n_expert        | 64       |
|    disc/n_generated     | 64       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 129      |
|    gen/time/episodes    | 90       |
|    gen/time/fps         | 2.88e+03 |
|    gen/time/time_ela... | 11       |
|    gen/time/total_ti... | 1.8e+04  |
|    gen/train/actor_loss | -17.6    |
|    gen/train/critic_... | 0.0567   |
|    gen/train/ent_coef   | 0.0191   |
|    gen/train/ent_coe... | -35.9    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.39e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.934    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.867    |
|    disc/disc_entropy    | 0.569    |
|    disc/disc_loss       | 0.399    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 19       |
|    disc/n_expert        | 64       |
|    disc/n_generated     | 64       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 129      |
|    gen/time/episodes    | 96       |
|    gen/time/fps         | 1.26e+03 |
|    gen/time/time_ela... | 15       |
|    gen/time/total_ti... | 1.92e+04 |
|    gen/train/actor_loss | -15.4    |
|    gen/train/critic_... | 0.178    |
|    gen/train/ent_coef   | 0.0148   |
|    gen/train/ent_coe... | -31.2    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.49e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.852    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.703    |
|    disc/disc_entropy    | 0.568    |
|    disc/disc_loss       | 0.431    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 20       |
|    disc/n_expert        | 64       |
|    disc/n_generated     | 64       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 129      |
|    gen/time/episodes    | 100      |
|    gen/time/fps         | 1.74e+03 |
|    gen/time/time_ela... | 11       |
|    gen/time/total_ti... | 2e+04    |
|    gen/train/actor_loss | -13.7    |
|    gen/train/critic_... | 0.0692   |
|    gen/train/ent_coef   | 0.0116   |
|    gen/train/ent_coe... | -26.7    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.6e+04  |
--------------------------------------
