Running with `allow_variable_horizon` set to True. Some algorithms are biased towards shorter or longer episodes, which may significantly confound results. Additionally, even unbiased algorithms can exploit the information leak from the termination condition, producing spuriously high performance. See https://imitation.readthedocs.io/en/latest/guide/variable_horizon.html for more information.
--------------------------------------
| mean/                   |          |
|    gen/time/fps         | 2.66e+03 |
|    gen/time/time_ela... | 626      |
|    gen/time/total_ti... | 5.89e+05 |
|    gen/train/actor_loss | -1.1     |
|    gen/train/critic_... | 0.000522 |
|    gen/train/ent_coef   | 0.00013  |
|    gen/train/ent_coe... | 0.0283   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.85e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.914    |
|    disc/disc_acc_expert | 0.966    |
|    disc/disc_acc_gen    | 0.862    |
|    disc/disc_entropy    | 0.663    |
|    disc/disc_loss       | 0.566    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 13       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 131      |
|    gen/time/episodes    | 3.21e+03 |
|    gen/time/fps         | 2.91e+03 |
|    gen/time/time_ela... | 631      |
|    gen/time/total_ti... | 6.4e+05  |
|    gen/train/actor_loss | -1.09    |
|    gen/train/critic_... | 0.000557 |
|    gen/train/ent_coef   | 0.000133 |
|    gen/train/ent_coe... | -0.0329  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.36e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.661    |
|    disc/disc_acc_expert | 0.966    |
|    disc/disc_acc_gen    | 0.355    |
|    disc/disc_entropy    | 0.658    |
|    disc/disc_loss       | 0.593    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 14       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 142      |
|    gen/time/episodes    | 3.46e+03 |
|    gen/time/fps         | 3.02e+03 |
|    gen/time/time_ela... | 619      |
|    gen/time/total_ti... | 6.91e+05 |
|    gen/train/actor_loss | -1.06    |
|    gen/train/critic_... | 0.000497 |
|    gen/train/ent_coef   | 0.000121 |
|    gen/train/ent_coe... | 0.0262   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.87e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.58     |
|    disc/disc_acc_expert | 0.966    |
|    disc/disc_acc_gen    | 0.194    |
|    disc/disc_entropy    | 0.654    |
|    disc/disc_loss       | 0.593    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 15       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 150      |
|    gen/time/episodes    | 3.72e+03 |
|    gen/time/fps         | 3.42e+03 |
|    gen/time/time_ela... | 615      |
|    gen/time/total_ti... | 7.42e+05 |
|    gen/train/actor_loss | -1.07    |
|    gen/train/critic_... | 0.000526 |
|    gen/train/ent_coef   | 0.000124 |
|    gen/train/ent_coe... | -0.0745  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 7.38e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.537    |
|    disc/disc_acc_expert | 0.966    |
|    disc/disc_acc_gen    | 0.108    |
|    disc/disc_entropy    | 0.65     |
|    disc/disc_loss       | 0.584    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 16       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 150      |
|    gen/time/episodes    | 3.97e+03 |
|    gen/time/fps         | 4.01e+03 |
|    gen/time/time_ela... | 599      |
|    gen/time/total_ti... | 7.94e+05 |
|    gen/train/actor_loss | -1.01    |
|    gen/train/critic_... | 0.000318 |
|    gen/train/ent_coef   | 0.000103 |
|    gen/train/ent_coe... | -0.012   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 7.9e+05  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.608    |
|    disc/disc_acc_expert | 0.966    |
|    disc/disc_acc_gen    | 0.25     |
|    disc/disc_entropy    | 0.646    |
|    disc/disc_loss       | 0.571    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 17       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 146      |
|    gen/time/episodes    | 4.23e+03 |
|    gen/time/fps         | 4.02e+03 |
|    gen/time/time_ela... | 600      |
|    gen/time/total_ti... | 8.45e+05 |
|    gen/train/actor_loss | -0.978   |
|    gen/train/critic_... | 0.000255 |
|    gen/train/ent_coef   | 9.23e-05 |
|    gen/train/ent_coe... | -0.0593  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 8.41e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.653    |
|    disc/disc_acc_expert | 0.965    |
|    disc/disc_acc_gen    | 0.341    |
|    disc/disc_entropy    | 0.642    |
|    disc/disc_loss       | 0.563    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 18       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 145      |
|    gen/time/episodes    | 4.49e+03 |
|    gen/time/fps         | 4.53e+03 |
|    gen/time/time_ela... | 595      |
|    gen/time/total_ti... | 8.96e+05 |
|    gen/train/actor_loss | -0.984   |
|    gen/train/critic_... | 0.00026  |
|    gen/train/ent_coef   | 9.81e-05 |
|    gen/train/ent_coe... | 0.0374   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 8.92e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.645    |
|    disc/disc_acc_expert | 0.964    |
|    disc/disc_acc_gen    | 0.326    |
|    disc/disc_entropy    | 0.636    |
|    disc/disc_loss       | 0.564    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 19       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 199      |
|    gen/rollout/ep_re... | 145      |
|    gen/time/episodes    | 4.74e+03 |
|    gen/time/fps         | 5.69e+03 |
|    gen/time/time_ela... | 603      |
|    gen/time/total_ti... | 9.47e+05 |
|    gen/train/actor_loss | -0.996   |
|    gen/train/critic_... | 0.0003   |
|    gen/train/ent_coef   | 0.000105 |
|    gen/train/ent_coe... | 0.0565   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 9.43e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.671    |
|    disc/disc_acc_expert | 0.963    |
|    disc/disc_acc_gen    | 0.379    |
|    disc/disc_entropy    | 0.633    |
|    disc/disc_loss       | 0.553    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 20       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 147      |
|    gen/time/episodes    | 5e+03    |
|    gen/time/fps         | 9.93e+03 |
|    gen/time/time_ela... | 597      |
|    gen/time/total_ti... | 9.98e+05 |
|    gen/train/actor_loss | -1.02    |
|    gen/train/critic_... | 0.000434 |
|    gen/train/ent_coef   | 0.000119 |
|    gen/train/ent_coe... | 0.00462  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 9.94e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.795    |
|    disc/disc_acc_expert | 0.961    |
|    disc/disc_acc_gen    | 0.63     |
|    disc/disc_entropy    | 0.628    |
|    disc/disc_loss       | 0.531    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 21       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 137      |
|    gen/time/episodes    | 5.26e+03 |
|    gen/time/fps         | 4.03e+03 |
|    gen/time/time_ela... | 609      |
|    gen/time/total_ti... | 1.05e+06 |
|    gen/train/actor_loss | -0.996   |
|    gen/train/critic_... | 0.000359 |
|    gen/train/ent_coef   | 0.000114 |
|    gen/train/ent_coe... | -0.015   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.05e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.879    |
|    disc/disc_acc_expert | 0.961    |
|    disc/disc_acc_gen    | 0.797    |
|    disc/disc_entropy    | 0.621    |
|    disc/disc_loss       | 0.507    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 22       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 197      |
|    gen/rollout/ep_re... | 129      |
|    gen/time/episodes    | 5.52e+03 |
|    gen/time/fps         | 4.52e+03 |
|    gen/time/time_ela... | 617      |
|    gen/time/total_ti... | 1.1e+06  |
|    gen/train/actor_loss | -0.977   |
|    gen/train/critic_... | 0.000322 |
|    gen/train/ent_coef   | 0.000113 |
|    gen/train/ent_coe... | 0.0061   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.1e+06  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.911    |
|    disc/disc_acc_expert | 0.962    |
|    disc/disc_acc_gen    | 0.86     |
|    disc/disc_entropy    | 0.614    |
|    disc/disc_loss       | 0.492    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 23       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 197      |
|    gen/rollout/ep_re... | 125      |
|    gen/time/episodes    | 5.78e+03 |
|    gen/time/fps         | 5.25e+03 |
|    gen/time/time_ela... | 628      |
|    gen/time/total_ti... | 1.15e+06 |
|    gen/train/actor_loss | -0.948   |
|    gen/train/critic_... | 0.000315 |
|    gen/train/ent_coef   | 0.000114 |
|    gen/train/ent_coe... | -0.0133  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.15e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.92     |
|    disc/disc_acc_expert | 0.963    |
|    disc/disc_acc_gen    | 0.876    |
|    disc/disc_entropy    | 0.607    |
|    disc/disc_loss       | 0.476    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 24       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 196      |
|    gen/rollout/ep_re... | 119      |
|    gen/time/episodes    | 6.04e+03 |
|    gen/time/fps         | 4.68e+03 |
|    gen/time/time_ela... | 633      |
|    gen/time/total_ti... | 1.2e+06  |
|    gen/train/actor_loss | -0.93    |
|    gen/train/critic_... | 0.000308 |
|    gen/train/ent_coef   | 0.000114 |
|    gen/train/ent_coe... | 0.00586  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.2e+06  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.891    |
|    disc/disc_acc_expert | 0.965    |
|    disc/disc_acc_gen    | 0.816    |
|    disc/disc_entropy    | 0.597    |
|    disc/disc_loss       | 0.486    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 25       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 196      |
|    gen/rollout/ep_re... | 123      |
|    gen/time/episodes    | 6.3e+03  |
|    gen/time/fps         | 5.88e+03 |
|    gen/time/time_ela... | 640      |
|    gen/time/total_ti... | 1.25e+06 |
|    gen/train/actor_loss | -0.909   |
|    gen/train/critic_... | 0.000299 |
|    gen/train/ent_coef   | 0.00011  |
|    gen/train/ent_coe... | 0.000718 |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.25e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.881    |
|    disc/disc_acc_expert | 0.966    |
|    disc/disc_acc_gen    | 0.795    |
|    disc/disc_entropy    | 0.592    |
|    disc/disc_loss       | 0.496    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 26       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 193      |
|    gen/rollout/ep_re... | 127      |
|    gen/time/episodes    | 6.56e+03 |
|    gen/time/fps         | 9.4e+03  |
|    gen/time/time_ela... | 666      |
|    gen/time/total_ti... | 1.31e+06 |
|    gen/train/actor_loss | -0.901   |
|    gen/train/critic_... | 0.000346 |
|    gen/train/ent_coef   | 0.00011  |
|    gen/train/ent_coe... | -0.00275 |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.3e+06  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.883    |
|    disc/disc_acc_expert | 0.966    |
|    disc/disc_acc_gen    | 0.8      |
|    disc/disc_entropy    | 0.591    |
|    disc/disc_loss       | 0.49     |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 27       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 193      |
|    gen/rollout/ep_re... | 127      |
|    gen/time/episodes    | 6.83e+03 |
|    gen/time/fps         | 5.45e+03 |
|    gen/time/time_ela... | 738      |
|    gen/time/total_ti... | 1.36e+06 |
|    gen/train/actor_loss | -0.898   |
|    gen/train/critic_... | 0.000397 |
|    gen/train/ent_coef   | 0.00011  |
|    gen/train/ent_coe... | 0.0132   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.35e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.889    |
|    disc/disc_acc_expert | 0.966    |
|    disc/disc_acc_gen    | 0.811    |
|    disc/disc_entropy    | 0.588    |
|    disc/disc_loss       | 0.477    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 28       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 187      |
|    gen/rollout/ep_re... | 120      |
|    gen/time/episodes    | 7.1e+03  |
|    gen/time/fps         | 4.43e+03 |
|    gen/time/time_ela... | 748      |
|    gen/time/total_ti... | 1.41e+06 |
|    gen/train/actor_loss | -0.888   |
|    gen/train/critic_... | 0.000403 |
|    gen/train/ent_coef   | 0.000107 |
|    gen/train/ent_coe... | -0.00553 |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.4e+06  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.893    |
|    disc/disc_acc_expert | 0.966    |
|    disc/disc_acc_gen    | 0.82     |
|    disc/disc_entropy    | 0.586    |
|    disc/disc_loss       | 0.457    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 29       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 187      |
|    gen/rollout/ep_re... | 116      |
|    gen/time/episodes    | 7.37e+03 |
|    gen/time/fps         | 1.06e+04 |
|    gen/time/time_ela... | 746      |
|    gen/time/total_ti... | 1.46e+06 |
|    gen/train/actor_loss | -0.88    |
|    gen/train/critic_... | 0.000423 |
|    gen/train/ent_coef   | 0.000105 |
|    gen/train/ent_coe... | 0.00226  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.46e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.875    |
|    disc/disc_acc_expert | 0.966    |
|    disc/disc_acc_gen    | 0.783    |
|    disc/disc_entropy    | 0.583    |
|    disc/disc_loss       | 0.456    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 30       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 188      |
|    gen/rollout/ep_re... | 119      |
|    gen/time/episodes    | 7.64e+03 |
|    gen/time/fps         | 5.36e+03 |
|    gen/time/time_ela... | 740      |
|    gen/time/total_ti... | 1.51e+06 |
|    gen/train/actor_loss | -0.871   |
|    gen/train/critic_... | 0.000431 |
|    gen/train/ent_coef   | 0.000107 |
|    gen/train/ent_coe... | -0.00343 |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.51e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.883    |
|    disc/disc_acc_expert | 0.966    |
|    disc/disc_acc_gen    | 0.801    |
|    disc/disc_entropy    | 0.578    |
|    disc/disc_loss       | 0.434    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 31       |
