Running with `allow_variable_horizon` set to True. Some algorithms are biased towards shorter or longer episodes, which may significantly confound results. Additionally, even unbiased algorithms can exploit the information leak from the termination condition, producing spuriously high performance. See https://imitation.readthedocs.io/en/latest/guide/variable_horizon.html for more information.
--------------------------------------
| mean/                   |          |
|    gen/train/critic_... | 0.858    |
|    gen/train/ent_coef   | 0.837    |
|    gen/train/ent_coe... | -3.94    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 608      |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.773    |
|    disc/disc_acc_expert | 0.844    |
|    disc/disc_acc_gen    | 0.703    |
|    disc/disc_entropy    | 0.683    |
|    disc/disc_loss       | 0.624    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 6        |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 134      |
|    gen/time/episodes    | 28       |
|    gen/time/fps         | 521      |
|    gen/time/time_ela... | 10       |
|    gen/time/total_ti... | 5.6e+03  |
|    gen/train/actor_loss | -46.1    |
|    gen/train/critic_... | 0.486    |
|    gen/train/ent_coef   | 0.617    |
|    gen/train/ent_coe... | -10.3    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.63e+03 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.828    |
|    disc/disc_acc_expert | 0.859    |
|    disc/disc_acc_gen    | 0.797    |
|    disc/disc_entropy    | 0.681    |
|    disc/disc_loss       | 0.616    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 7        |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 134      |
|    gen/time/episodes    | 32       |
|    gen/time/fps         | 1.12e+03 |
|    gen/time/time_ela... | 5        |
|    gen/time/total_ti... | 6.4e+03  |
|    gen/train/actor_loss | -55.3    |
|    gen/train/critic_... | 0.419    |
|    gen/train/ent_coef   | 0.456    |
|    gen/train/ent_coe... | -16.5    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.66e+03 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.812    |
|    disc/disc_acc_expert | 0.875    |
|    disc/disc_acc_gen    | 0.75     |
|    disc/disc_entropy    | 0.673    |
|    disc/disc_loss       | 0.594    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 8        |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 134      |
|    gen/time/episodes    | 38       |
|    gen/time/fps         | 4.8e+03  |
|    gen/time/time_ela... | 9        |
|    gen/time/total_ti... | 7.6e+03  |
|    gen/train/actor_loss | -57.6    |
|    gen/train/critic_... | 0.416    |
|    gen/train/ent_coef   | 0.337    |
|    gen/train/ent_coe... | -22.4    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 3.68e+03 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.953    |
|    disc/disc_acc_expert | 0.938    |
|    disc/disc_acc_gen    | 0.969    |
|    disc/disc_entropy    | 0.672    |
|    disc/disc_loss       | 0.575    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 9        |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 134      |
|    gen/time/episodes    | 44       |
|    gen/time/fps         | 616      |
|    gen/time/time_ela... | 14       |
|    gen/time/total_ti... | 8.8e+03  |
|    gen/train/actor_loss | -55.3    |
|    gen/train/critic_... | 0.286    |
|    gen/train/ent_coef   | 0.249    |
|    gen/train/ent_coe... | -28      |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 4.7e+03  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.906    |
|    disc/disc_acc_expert | 0.938    |
|    disc/disc_acc_gen    | 0.875    |
|    disc/disc_entropy    | 0.666    |
|    disc/disc_loss       | 0.57     |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 10       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 134      |
|    gen/time/episodes    | 48       |
|    gen/time/fps         | 1.12e+03 |
|    gen/time/time_ela... | 8        |
|    gen/time/total_ti... | 9.6e+03  |
|    gen/train/actor_loss | -50.8    |
|    gen/train/critic_... | 0.215    |
|    gen/train/ent_coef   | 0.184    |
|    gen/train/ent_coe... | -33.2    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.73e+03 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.867    |
|    disc/disc_acc_expert | 0.969    |
|    disc/disc_acc_gen    | 0.766    |
|    disc/disc_entropy    | 0.659    |
|    disc/disc_loss       | 0.559    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 11       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 133      |
|    gen/time/episodes    | 54       |
|    gen/time/fps         | 1.63e+03 |
|    gen/time/time_ela... | 12       |
|    gen/time/total_ti... | 1.08e+04 |
|    gen/train/actor_loss | -45.2    |
|    gen/train/critic_... | 0.168    |
|    gen/train/ent_coef   | 0.136    |
|    gen/train/ent_coe... | -38.2    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.75e+03 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.781    |
|    disc/disc_acc_expert | 0.969    |
|    disc/disc_acc_gen    | 0.594    |
|    disc/disc_entropy    | 0.648    |
|    disc/disc_loss       | 0.545    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 12       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 133      |
|    gen/time/episodes    | 60       |
|    gen/time/fps         | 726      |
|    gen/time/time_ela... | 16       |
|    gen/time/total_ti... | 1.2e+04  |
|    gen/train/actor_loss | -39.4    |
|    gen/train/critic_... | 0.134    |
|    gen/train/ent_coef   | 0.101    |
|    gen/train/ent_coe... | -42.6    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 7.78e+03 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.836    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.672    |
|    disc/disc_entropy    | 0.652    |
|    disc/disc_loss       | 0.554    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 13       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 133      |
|    gen/time/episodes    | 64       |
|    gen/time/fps         | 1.12e+03 |
|    gen/time/time_ela... | 11       |
|    gen/time/total_ti... | 1.28e+04 |
|    gen/train/actor_loss | -33.8    |
|    gen/train/critic_... | 0.106    |
|    gen/train/ent_coef   | 0.0751   |
|    gen/train/ent_coe... | -46.3    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 8.8e+03  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.828    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 0.672    |
|    disc/disc_entropy    | 0.65     |
|    disc/disc_loss       | 0.552    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 14       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 133      |
|    gen/time/episodes    | 68       |
|    gen/time/fps         | 2.13e+03 |
|    gen/time/time_ela... | 6        |
|    gen/time/total_ti... | 1.36e+04 |
|    gen/train/actor_loss | -29      |
|    gen/train/critic_... | 0.0881   |
|    gen/train/ent_coef   | 0.0559   |
|    gen/train/ent_coe... | -48.8    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 9.82e+03 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.977    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 0.969    |
|    disc/disc_entropy    | 0.621    |
|    disc/disc_loss       | 0.475    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 15       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 133      |
|    gen/time/episodes    | 74       |
|    gen/time/fps         | 4.85e+03 |
|    gen/time/time_ela... | 10       |
|    gen/time/total_ti... | 1.48e+04 |
|    gen/train/actor_loss | -24.7    |
|    gen/train/critic_... | 0.0679   |
|    gen/train/ent_coef   | 0.0418   |
|    gen/train/ent_coe... | -50.9    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.08e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.875    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 0.766    |
|    disc/disc_entropy    | 0.634    |
|    disc/disc_loss       | 0.512    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 16       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 132      |
|    gen/time/episodes    | 80       |
|    gen/time/fps         | 1.1e+03  |
|    gen/time/time_ela... | 14       |
|    gen/time/total_ti... | 1.6e+04  |
|    gen/train/actor_loss | -21      |
|    gen/train/critic_... | 0.0555   |
|    gen/train/ent_coef   | 0.0313   |
|    gen/train/ent_coe... | -51.8    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.19e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.953    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.906    |
|    disc/disc_entropy    | 0.609    |
|    disc/disc_loss       | 0.459    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 17       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 131      |
|    gen/time/episodes    | 84       |
|    gen/time/fps         | 1.77e+03 |
|    gen/time/time_ela... | 9        |
|    gen/time/total_ti... | 1.68e+04 |
|    gen/train/actor_loss | -17.8    |
|    gen/train/critic_... | 0.0439   |
|    gen/train/ent_coef   | 0.0235   |
|    gen/train/ent_coe... | -51.2    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.29e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.977    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.953    |
|    disc/disc_entropy    | 0.61     |
|    disc/disc_loss       | 0.453    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 18       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 131      |
|    gen/time/episodes    | 90       |
|    gen/time/fps         | 2.3e+03  |
|    gen/time/time_ela... | 13.5     |
|    gen/time/total_ti... | 1.8e+04  |
|    gen/train/actor_loss | -15.2    |
|    gen/train/critic_... | 0.0376   |
|    gen/train/ent_coef   | 0.0178   |
|    gen/train/ent_coe... | -48.6    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.39e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.898    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.797    |
|    disc/disc_entropy    | 0.598    |
|    disc/disc_loss       | 0.452    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 19       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 130      |
|    gen/time/episodes    | 96       |
|    gen/time/fps         | 1.07e+03 |
|    gen/time/time_ela... | 17       |
|    gen/time/total_ti... | 1.92e+04 |
|    gen/train/actor_loss | -13.1    |
|    gen/train/critic_... | 0.0309   |
|    gen/train/ent_coef   | 0.0135   |
|    gen/train/ent_coe... | -46      |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.49e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.938    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.875    |
|    disc/disc_entropy    | 0.584    |
|    disc/disc_loss       | 0.432    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 20       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 129      |
|    gen/time/episodes    | 100      |
|    gen/time/fps         | 1.54e+03 |
|    gen/time/time_ela... | 12       |
|    gen/time/total_ti... | 2e+04    |
|    gen/train/actor_loss | -11.3    |
|    gen/train/critic_... | 0.0237   |
|    gen/train/ent_coef   | 0.0103   |
|    gen/train/ent_coe... | -43.1    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.6e+04  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.844    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.688    |
|    disc/disc_entropy    | 0.578    |
|    disc/disc_loss       | 0.441    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 21       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 129      |
|    gen/time/episodes    | 104      |
|    gen/time/fps         | 2.99e+03 |
|    gen/time/time_ela... | 6        |
|    gen/time/total_ti... | 2.08e+04 |
|    gen/train/actor_loss | -9.78    |
|    gen/train/critic_... | 0.0199   |
|    gen/train/ent_coef   | 0.00794  |
|    gen/train/ent_coe... | -37.9    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.7e+04  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.93     |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.859    |
|    disc/disc_entropy    | 0.561    |
|    disc/disc_loss       | 0.4      |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 22       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 128      |
|    gen/time/episodes    | 110      |
|    gen/time/fps         | 5.64e+03 |
|    gen/time/time_ela... | 10.5     |
|    gen/time/total_ti... | 2.2e+04  |
|    gen/train/actor_loss | -8.56    |
|    gen/train/critic_... | 0.017    |
|    gen/train/ent_coef   | 0.0062   |
|    gen/train/ent_coe... | -31      |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.8e+04  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.922    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.844    |
|    disc/disc_entropy    | 0.545    |
|    disc/disc_loss       | 0.402    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 23       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 127      |
|    gen/time/episodes    | 116      |
|    gen/time/fps         | 1.62e+03 |
|    gen/time/time_ela... | 14       |
|    gen/time/total_ti... | 2.32e+04 |
|    gen/train/actor_loss | -7.56    |
|    gen/train/critic_... | 0.0149   |
|    gen/train/ent_coef   | 0.00491  |
|    gen/train/ent_coe... | -24.7    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.9e+04  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.938    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.875    |
|    disc/disc_entropy    | 0.547    |
|    disc/disc_loss       | 0.383    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 24       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 127      |
|    gen/time/episodes    | 120      |
|    gen/time/fps         | 2.41e+03 |
|    gen/time/time_ela... | 9        |
|    gen/time/total_ti... | 2.4e+04  |
|    gen/train/actor_loss | -6.75    |
|    gen/train/critic_... | 0.0144   |
|    gen/train/ent_coef   | 0.00396  |
|    gen/train/ent_coe... | -17.8    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.01e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.93     |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.859    |
|    disc/disc_entropy    | 0.527    |
|    disc/disc_loss       | 0.354    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 25       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 126      |
|    gen/time/episodes    | 126      |
|    gen/time/fps         | 3.06e+03 |
|    gen/time/time_ela... | 13       |
|    gen/time/total_ti... | 2.52e+04 |
|    gen/train/actor_loss | -6.07    |
|    gen/train/critic_... | 0.0133   |
|    gen/train/ent_coef   | 0.00326  |
|    gen/train/ent_coe... | -12.3    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.11e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.93     |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.859    |
|    disc/disc_entropy    | 0.521    |
|    disc/disc_loss       | 0.348    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 26       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 124      |
|    gen/time/episodes    | 132      |
|    gen/time/fps         | 1.5e+03  |
|    gen/time/time_ela... | 17       |
|    gen/time/total_ti... | 2.64e+04 |
|    gen/train/actor_loss | -5.52    |
|    gen/train/critic_... | 0.0118   |
|    gen/train/ent_coef   | 0.00278  |
|    gen/train/ent_coe... | -5.71    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.21e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.906    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.812    |
|    disc/disc_entropy    | 0.5      |
|    disc/disc_loss       | 0.359    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 27       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 123      |
|    gen/time/episodes    | 136      |
|    gen/time/fps         | 2.28e+03 |
|    gen/time/time_ela... | 11       |
|    gen/time/total_ti... | 2.72e+04 |
|    gen/train/actor_loss | -5.07    |
|    gen/train/critic_... | 0.0109   |
|    gen/train/ent_coef   | 0.00257  |
|    gen/train/ent_coe... | -1.53    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.31e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.898    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.797    |
|    disc/disc_entropy    | 0.484    |
|    disc/disc_loss       | 0.325    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 28       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 122      |
|    gen/time/episodes    | 140      |
|    gen/time/fps         | 3.31e+03 |
|    gen/time/time_ela... | 8        |
|    gen/time/total_ti... | 2.8e+04  |
|    gen/train/actor_loss | -4.71    |
|    gen/train/critic_... | 0.0104   |
|    gen/train/ent_coef   | 0.00249  |
|    gen/train/ent_coe... | -0.26    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.42e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.898    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.797    |
|    disc/disc_entropy    | 0.484    |
|    disc/disc_loss       | 0.33     |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 29       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 121      |
|    gen/time/episodes    | 146      |
|    gen/time/fps         | 5.83e+03 |
|    gen/time/time_ela... | 11       |
|    gen/time/total_ti... | 2.92e+04 |
|    gen/train/actor_loss | -4.41    |
|    gen/train/critic_... | 0.00988  |
|    gen/train/ent_coef   | 0.00245  |
|    gen/train/ent_coe... | -0.35    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.52e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.953    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.906    |
|    disc/disc_entropy    | 0.474    |
|    disc/disc_loss       | 0.3      |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 30       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 120      |
|    gen/time/episodes    | 152      |
|    gen/time/fps         | 1.88e+03 |
|    gen/time/time_ela... | 16       |
|    gen/time/total_ti... | 3.04e+04 |
|    gen/train/actor_loss | -4.15    |
|    gen/train/critic_... | 0.00886  |
|    gen/train/ent_coef   | 0.00232  |
|    gen/train/ent_coe... | -0.667   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.62e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.969    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.938    |
|    disc/disc_entropy    | 0.444    |
|    disc/disc_loss       | 0.267    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 31       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 118      |
|    gen/time/episodes    | 156      |
|    gen/time/fps         | 3.01e+03 |
|    gen/time/time_ela... | 10       |
|    gen/time/total_ti... | 3.12e+04 |
|    gen/train/actor_loss | -3.9     |
|    gen/train/critic_... | 0.00867  |
|    gen/train/ent_coef   | 0.00219  |
|    gen/train/ent_coe... | -0.402   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.72e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.859    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.719    |
|    disc/disc_entropy    | 0.475    |
|    disc/disc_loss       | 0.378    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 32       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 116      |
|    gen/time/episodes    | 160      |
|    gen/time/fps         | 5.6e+03  |
|    gen/time/time_ela... | 5        |
|    gen/time/total_ti... | 3.2e+04  |
|    gen/train/actor_loss | -3.67    |
|    gen/train/critic_... | 0.0128   |
|    gen/train/ent_coef   | 0.00206  |
|    gen/train/ent_coe... | -0.343   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.83e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.82     |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.641    |
|    disc/disc_entropy    | 0.455    |
|    disc/disc_loss       | 0.482    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 33       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
