Running with `allow_variable_horizon` set to True. Some algorithms are biased towards shorter or longer episodes, which may significantly confound results. Additionally, even unbiased algorithms can exploit the information leak from the termination condition, producing spuriously high performance. See https://imitation.readthedocs.io/en/latest/guide/variable_horizon.html for more information.
--------------------------------------
| mean/                   |          |
|    gen/time/total_ti... | 4.8e+03  |
|    gen/train/actor_loss | -28.4    |
|    gen/train/critic_... | 0.858    |
|    gen/train/ent_coef   | 0.837    |
|    gen/train/ent_coe... | -3.94    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 608      |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.602    |
|    disc/disc_acc_expert | 0.547    |
|    disc/disc_acc_gen    | 0.656    |
|    disc/disc_entropy    | 0.679    |
|    disc/disc_loss       | 0.623    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 6        |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 135      |
|    gen/time/episodes    | 28       |
|    gen/time/fps         | 389      |
|    gen/time/time_ela... | 14       |
|    gen/time/total_ti... | 5.6e+03  |
|    gen/train/actor_loss | -46.1    |
|    gen/train/critic_... | 0.486    |
|    gen/train/ent_coef   | 0.617    |
|    gen/train/ent_coe... | -10.3    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.63e+03 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.695    |
|    disc/disc_acc_expert | 0.656    |
|    disc/disc_acc_gen    | 0.734    |
|    disc/disc_entropy    | 0.678    |
|    disc/disc_loss       | 0.628    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 7        |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 135      |
|    gen/time/episodes    | 32       |
|    gen/time/fps         | 863      |
|    gen/time/time_ela... | 7        |
|    gen/time/total_ti... | 6.4e+03  |
|    gen/train/actor_loss | -55.3    |
|    gen/train/critic_... | 0.418    |
|    gen/train/ent_coef   | 0.456    |
|    gen/train/ent_coe... | -16.5    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.66e+03 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.773    |
|    disc/disc_acc_expert | 0.906    |
|    disc/disc_acc_gen    | 0.641    |
|    disc/disc_entropy    | 0.672    |
|    disc/disc_loss       | 0.605    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 8        |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 135      |
|    gen/time/episodes    | 38       |
|    gen/time/fps         | 3.66e+03 |
|    gen/time/time_ela... | 12.5     |
|    gen/time/total_ti... | 7.6e+03  |
|    gen/train/actor_loss | -57.6    |
|    gen/train/critic_... | 0.377    |
|    gen/train/ent_coef   | 0.337    |
|    gen/train/ent_coe... | -22.4    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 3.68e+03 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.93     |
|    disc/disc_acc_expert | 0.969    |
|    disc/disc_acc_gen    | 0.891    |
|    disc/disc_entropy    | 0.664    |
|    disc/disc_loss       | 0.563    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 9        |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 135      |
|    gen/time/episodes    | 44       |
|    gen/time/fps         | 491      |
|    gen/time/time_ela... | 17       |
|    gen/time/total_ti... | 8.8e+03  |
|    gen/train/actor_loss | -55.3    |
|    gen/train/critic_... | 0.272    |
|    gen/train/ent_coef   | 0.249    |
|    gen/train/ent_coe... | -28.1    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 4.7e+03  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.93     |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.859    |
|    disc/disc_entropy    | 0.661    |
|    disc/disc_loss       | 0.567    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 10       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 135      |
|    gen/time/episodes    | 48       |
|    gen/time/fps         | 863      |
|    gen/time/time_ela... | 11       |
|    gen/time/total_ti... | 9.6e+03  |
|    gen/train/actor_loss | -50.6    |
|    gen/train/critic_... | 0.211    |
|    gen/train/ent_coef   | 0.184    |
|    gen/train/ent_coe... | -33.3    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.73e+03 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.898    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.797    |
|    disc/disc_entropy    | 0.661    |
|    disc/disc_loss       | 0.567    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 11       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 134      |
|    gen/time/episodes    | 54       |
|    gen/time/fps         | 1.26e+03 |
|    gen/time/time_ela... | 16       |
|    gen/time/total_ti... | 1.08e+04 |
|    gen/train/actor_loss | -45.1    |
|    gen/train/critic_... | 0.167    |
|    gen/train/ent_coef   | 0.137    |
|    gen/train/ent_coe... | -37.9    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.75e+03 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.891    |
|    disc/disc_acc_expert | 0.953    |
|    disc/disc_acc_gen    | 0.828    |
|    disc/disc_entropy    | 0.645    |
|    disc/disc_loss       | 0.536    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 12       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 134      |
|    gen/time/episodes    | 60       |
|    gen/time/fps         | 553      |
|    gen/time/time_ela... | 21       |
|    gen/time/total_ti... | 1.2e+04  |
|    gen/train/actor_loss | -39.5    |
|    gen/train/critic_... | 0.132    |
|    gen/train/ent_coef   | 0.101    |
|    gen/train/ent_coe... | -41.8    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 7.78e+03 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.773    |
|    disc/disc_acc_expert | 0.953    |
|    disc/disc_acc_gen    | 0.594    |
|    disc/disc_entropy    | 0.644    |
|    disc/disc_loss       | 0.56     |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 13       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 133      |
|    gen/time/episodes    | 64       |
|    gen/time/fps         | 857      |
|    gen/time/time_ela... | 14       |
|    gen/time/total_ti... | 1.28e+04 |
|    gen/train/actor_loss | -34.2    |
|    gen/train/critic_... | 0.11     |
|    gen/train/ent_coef   | 0.0755   |
|    gen/train/ent_coe... | -45      |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 8.8e+03  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.922    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 0.859    |
|    disc/disc_entropy    | 0.635    |
|    disc/disc_loss       | 0.511    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 14       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 134      |
|    gen/time/episodes    | 68       |
|    gen/time/fps         | 1.63e+03 |
|    gen/time/time_ela... | 8        |
|    gen/time/total_ti... | 1.36e+04 |
|    gen/train/actor_loss | -29.4    |
|    gen/train/critic_... | 0.092    |
|    gen/train/ent_coef   | 0.0563   |
|    gen/train/ent_coe... | -47.8    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 9.82e+03 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.898    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.797    |
|    disc/disc_entropy    | 0.639    |
|    disc/disc_loss       | 0.527    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 15       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 133      |
|    gen/time/episodes    | 74       |
|    gen/time/fps         | 4.31e+03 |
|    gen/time/time_ela... | 13       |
|    gen/time/total_ti... | 1.48e+04 |
|    gen/train/actor_loss | -25.1    |
|    gen/train/critic_... | 0.0695   |
|    gen/train/ent_coef   | 0.042    |
|    gen/train/ent_coe... | -49.5    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.08e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.844    |
|    disc/disc_acc_expert | 0.969    |
|    disc/disc_acc_gen    | 0.719    |
|    disc/disc_entropy    | 0.629    |
|    disc/disc_loss       | 0.521    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 16       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 133      |
|    gen/time/episodes    | 80       |
|    gen/time/fps         | 837      |
|    gen/time/time_ela... | 19       |
|    gen/time/total_ti... | 1.6e+04  |
|    gen/train/actor_loss | -21.3    |
|    gen/train/critic_... | 0.0583   |
|    gen/train/ent_coef   | 0.0316   |
|    gen/train/ent_coe... | -49.2    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.19e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.961    |
|    disc/disc_acc_expert | 0.953    |
|    disc/disc_acc_gen    | 0.969    |
|    disc/disc_entropy    | 0.618    |
|    disc/disc_loss       | 0.465    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 17       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 132      |
|    gen/time/episodes    | 84       |
|    gen/time/fps         | 1.35e+03 |
|    gen/time/time_ela... | 12       |
|    gen/time/total_ti... | 1.68e+04 |
|    gen/train/actor_loss | -18.2    |
|    gen/train/critic_... | 0.0464   |
|    gen/train/ent_coef   | 0.0238   |
|    gen/train/ent_coe... | -47.8    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.29e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.922    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 0.859    |
|    disc/disc_entropy    | 0.62     |
|    disc/disc_loss       | 0.499    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 18       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 131      |
|    gen/time/episodes    | 90       |
|    gen/time/fps         | 1.84e+03 |
|    gen/time/time_ela... | 17       |
|    gen/time/total_ti... | 1.8e+04  |
|    gen/train/actor_loss | -15.6    |
|    gen/train/critic_... | 0.0393   |
|    gen/train/ent_coef   | 0.0181   |
|    gen/train/ent_coe... | -45.7    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.39e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.992    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.984    |
|    disc/disc_entropy    | 0.585    |
|    disc/disc_loss       | 0.437    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 19       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 130      |
|    gen/time/episodes    | 96       |
|    gen/time/fps         | 835      |
|    gen/time/time_ela... | 22       |
|    gen/time/total_ti... | 1.92e+04 |
|    gen/train/actor_loss | -13.5    |
|    gen/train/critic_... | 0.0331   |
|    gen/train/ent_coef   | 0.0138   |
|    gen/train/ent_coe... | -42.4    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.49e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.828    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.656    |
|    disc/disc_entropy    | 0.612    |
|    disc/disc_loss       | 0.512    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 20       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 130      |
|    gen/time/episodes    | 100      |
|    gen/time/fps         | 1.26e+03 |
|    gen/time/time_ela... | 15       |
|    gen/time/total_ti... | 2e+04    |
|    gen/train/actor_loss | -11.8    |
|    gen/train/critic_... | 0.028    |
|    gen/train/ent_coef   | 0.0106   |
|    gen/train/ent_coe... | -37.7    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.6e+04  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.938    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.875    |
|    disc/disc_entropy    | 0.605    |
|    disc/disc_loss       | 0.472    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 21       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 130      |
|    gen/time/episodes    | 104      |
|    gen/time/fps         | 2.24e+03 |
|    gen/time/time_ela... | 9        |
|    gen/time/total_ti... | 2.08e+04 |
|    gen/train/actor_loss | -10.4    |
|    gen/train/critic_... | 0.0245   |
|    gen/train/ent_coef   | 0.00826  |
|    gen/train/ent_coe... | -32.1    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.7e+04  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.805    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.609    |
|    disc/disc_entropy    | 0.573    |
|    disc/disc_loss       | 0.461    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 22       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 129      |
|    gen/time/episodes    | 110      |
|    gen/time/fps         | 4.19e+03 |
|    gen/time/time_ela... | 13.5     |
|    gen/time/total_ti... | 2.2e+04  |
|    gen/train/actor_loss | -9.2     |
|    gen/train/critic_... | 0.0214   |
|    gen/train/ent_coef   | 0.00655  |
|    gen/train/ent_coe... | -23.3    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.8e+04  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.805    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.609    |
|    disc/disc_entropy    | 0.572    |
|    disc/disc_loss       | 0.46     |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 23       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 129      |
|    gen/time/episodes    | 116      |
|    gen/time/fps         | 1.18e+03 |
|    gen/time/time_ela... | 19       |
|    gen/time/total_ti... | 2.32e+04 |
|    gen/train/actor_loss | -8.28    |
|    gen/train/critic_... | 0.02     |
|    gen/train/ent_coef   | 0.00542  |
|    gen/train/ent_coe... | -14.4    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.9e+04  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.938    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.875    |
|    disc/disc_entropy    | 0.577    |
|    disc/disc_loss       | 0.411    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 24       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 128      |
|    gen/time/episodes    | 120      |
|    gen/time/fps         | 1.82e+03 |
|    gen/time/time_ela... | 13       |
|    gen/time/total_ti... | 2.4e+04  |
|    gen/train/actor_loss | -7.52    |
|    gen/train/critic_... | 0.0179   |
|    gen/train/ent_coef   | 0.00462  |
|    gen/train/ent_coe... | -8.22    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.01e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.93     |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.859    |
|    disc/disc_entropy    | 0.564    |
|    disc/disc_loss       | 0.413    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 25       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 127      |
|    gen/time/episodes    | 126      |
|    gen/time/fps         | 2.31e+03 |
|    gen/time/time_ela... | 18       |
|    gen/time/total_ti... | 2.52e+04 |
|    gen/train/actor_loss | -6.88    |
|    gen/train/critic_... | 0.0173   |
|    gen/train/ent_coef   | 0.00413  |
|    gen/train/ent_coe... | -3.59    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.11e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.93     |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.859    |
|    disc/disc_entropy    | 0.544    |
|    disc/disc_loss       | 0.38     |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 26       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 126      |
|    gen/time/episodes    | 132      |
|    gen/time/fps         | 1.06e+03 |
|    gen/time/time_ela... | 24       |
|    gen/time/total_ti... | 2.64e+04 |
|    gen/train/actor_loss | -6.35    |
|    gen/train/critic_... | 0.0157   |
|    gen/train/ent_coef   | 0.00375  |
|    gen/train/ent_coe... | -2.58    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.21e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.93     |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.859    |
|    disc/disc_entropy    | 0.566    |
|    disc/disc_loss       | 0.401    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 27       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 125      |
|    gen/time/episodes    | 136      |
|    gen/time/fps         | 1.53e+03 |
|    gen/time/time_ela... | 17       |
|    gen/time/total_ti... | 2.72e+04 |
|    gen/train/actor_loss | -5.9     |
|    gen/train/critic_... | 0.0162   |
|    gen/train/ent_coef   | 0.00346  |
|    gen/train/ent_coe... | -1.04    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.31e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.875    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.75     |
|    disc/disc_entropy    | 0.566    |
|    disc/disc_loss       | 0.412    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 28       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 124      |
|    gen/time/episodes    | 140      |
|    gen/time/fps         | 2.69e+03 |
|    gen/time/time_ela... | 10       |
|    gen/time/total_ti... | 2.8e+04  |
|    gen/train/actor_loss | -5.49    |
|    gen/train/critic_... | 0.0143   |
|    gen/train/ent_coef   | 0.00324  |
|    gen/train/ent_coe... | -0.977   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.42e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.922    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.844    |
|    disc/disc_entropy    | 0.533    |
|    disc/disc_loss       | 0.364    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 29       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 122      |
|    gen/time/episodes    | 146      |
|    gen/time/fps         | 3.93e+03 |
|    gen/time/time_ela... | 16       |
|    gen/time/total_ti... | 2.92e+04 |
|    gen/train/actor_loss | -5.11    |
|    gen/train/critic_... | 0.0129   |
|    gen/train/ent_coef   | 0.00293  |
|    gen/train/ent_coe... | -0.672   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.52e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.922    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.844    |
|    disc/disc_entropy    | 0.524    |
|    disc/disc_loss       | 0.328    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 30       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 121      |
|    gen/time/episodes    | 152      |
|    gen/time/fps         | 1.44e+03 |
|    gen/time/time_ela... | 21       |
|    gen/time/total_ti... | 3.04e+04 |
|    gen/train/actor_loss | -4.77    |
|    gen/train/critic_... | 0.0117   |
|    gen/train/ent_coef   | 0.00281  |
|    gen/train/ent_coe... | -0.269   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.62e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.969    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.938    |
|    disc/disc_entropy    | 0.497    |
|    disc/disc_loss       | 0.285    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 31       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 119      |
|    gen/time/episodes    | 156      |
|    gen/time/fps         | 2.18e+03 |
|    gen/time/time_ela... | 14       |
|    gen/time/total_ti... | 3.12e+04 |
|    gen/train/actor_loss | -4.46    |
|    gen/train/critic_... | 0.0123   |
|    gen/train/ent_coef   | 0.00269  |
|    gen/train/ent_coe... | -0.15    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.72e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.961    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.922    |
|    disc/disc_entropy    | 0.476    |
|    disc/disc_loss       | 0.274    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 32       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 117      |
|    gen/time/episodes    | 160      |
|    gen/time/fps         | 4.17e+03 |
|    gen/time/time_ela... | 7        |
|    gen/time/total_ti... | 3.2e+04  |
|    gen/train/actor_loss | -4.2     |
|    gen/train/critic_... | 0.0113   |
|    gen/train/ent_coef   | 0.00255  |
|    gen/train/ent_coe... | -0.488   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.83e+04 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.953    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.906    |
|    disc/disc_entropy    | 0.487    |
|    disc/disc_loss       | 0.303    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 33       |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 115      |
