Running with `allow_variable_horizon` set to True. Some algorithms are biased towards shorter or longer episodes, which may significantly confound results. Additionally, even unbiased algorithms can exploit the information leak from the termination condition, producing spuriously high performance. See https://imitation.readthedocs.io/en/latest/guide/variable_horizon.html for more information.
--------------------------------------
| mean/                   |          |
|    gen/rollout/ep_le... | 198      |
|    gen/rollout/ep_re... | 113      |
|    gen/time/episodes    | 680      |
|    gen/time/fps         | 7.11e+04 |
|    gen/time/time_ela... | 53.1     |
|    gen/time/total_ti... | 1.36e+05 |
|    gen/train/actor_loss | -1.55    |
|    gen/train/critic_... | 0.00235  |
|    gen/train/ent_coef   | 0.000449 |
|    gen/train/ent_coe... | -0.252   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.32e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.848    |
|    disc/disc_acc_expert | 0.957    |
|    disc/disc_acc_gen    | 0.738    |
|    disc/disc_entropy    | 0.614    |
|    disc/disc_loss       | 0.466    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 28       |
|    disc/n_expert        | 128      |
|    disc/n_generated     | 128      |
|    gen/rollout/ep_le... | 199      |
|    gen/rollout/ep_re... | 110      |
|    gen/time/episodes    | 706      |
|    gen/time/fps         | 4.3e+03  |
|    gen/time/time_ela... | 54.5     |
|    gen/time/total_ti... | 1.41e+05 |
|    gen/train/actor_loss | -1.47    |
|    gen/train/critic_... | 0.00174  |
|    gen/train/ent_coef   | 0.000415 |
|    gen/train/ent_coe... | -0.0845  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.37e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.932    |
|    disc/disc_acc_expert | 0.969    |
|    disc/disc_acc_gen    | 0.895    |
|    disc/disc_entropy    | 0.59     |
|    disc/disc_loss       | 0.392    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 29       |
|    disc/n_expert        | 128      |
|    disc/n_generated     | 128      |
|    gen/rollout/ep_le... | 199      |
|    gen/rollout/ep_re... | 107      |
|    gen/time/episodes    | 732      |
|    gen/time/fps         | 1.4e+04  |
|    gen/time/time_ela... | 52.9     |
|    gen/time/total_ti... | 1.46e+05 |
|    gen/train/actor_loss | -1.41    |
|    gen/train/critic_... | 0.00142  |
|    gen/train/ent_coef   | 0.000395 |
|    gen/train/ent_coe... | -0.0486  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.42e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.91     |
|    disc/disc_acc_expert | 0.961    |
|    disc/disc_acc_gen    | 0.859    |
|    disc/disc_entropy    | 0.585    |
|    disc/disc_loss       | 0.4      |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 30       |
|    disc/n_expert        | 128      |
|    disc/n_generated     | 128      |
|    gen/rollout/ep_le... | 199      |
|    gen/rollout/ep_re... | 103      |
|    gen/time/episodes    | 758      |
|    gen/time/fps         | 4.41e+03 |
|    gen/time/time_ela... | 55.2     |
|    gen/time/total_ti... | 1.51e+05 |
|    gen/train/actor_loss | -1.4     |
|    gen/train/critic_... | 0.00141  |
|    gen/train/ent_coef   | 0.000395 |
|    gen/train/ent_coe... | 0.0377   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.47e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.92     |
|    disc/disc_acc_expert | 0.961    |
|    disc/disc_acc_gen    | 0.879    |
|    disc/disc_entropy    | 0.569    |
|    disc/disc_loss       | 0.378    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 31       |
|    disc/n_expert        | 128      |
|    disc/n_generated     | 128      |
|    gen/rollout/ep_le... | 199      |
|    gen/rollout/ep_re... | 101      |
|    gen/time/episodes    | 784      |
|    gen/time/fps         | 7.68e+03 |
|    gen/time/time_ela... | 56.1     |
|    gen/time/total_ti... | 1.56e+05 |
|    gen/train/actor_loss | -1.42    |
|    gen/train/critic_... | 0.0015   |
|    gen/train/ent_coef   | 0.000413 |
|    gen/train/ent_coe... | 0.0805   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.52e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.906    |
|    disc/disc_acc_expert | 0.953    |
|    disc/disc_acc_gen    | 0.859    |
|    disc/disc_entropy    | 0.569    |
|    disc/disc_loss       | 0.393    |
